Time,HostName,AirQualityIndex,Humidity,Temperature,Pressure,VOCEstimate,GasSensorResistance,CO2Estimate
1.65E+12,RSE-A-14-C,35.78706,93.91628,1.0192814,1003.9741,1.0123204,5401606,716.63947
1.65E+12,RSE-A-14-C,34.77759,93.54889,0.8014927,1004.01416,0.94723254,5456389.5,672.6769
1.65E+12,RSE-A-14-C,39.4995,93.92678,0.82428455,1004.1121,1.2887768,5223301,876.36523
1.65E+12,RSE-A-14-C,38.14896,95.689224,0.32792997,1004.08905,1.1792805,5337302,817.6285
1.65E+12,RSE-A-14-C,37.953903,95.73292,0.49760103,1004.1468,1.1636848,5290069,808.82153
1.65E+12,RSE-A-14-C,36.508713,96.798386,0.1886468,1004.135,1.0584737,5412475,746.13245
1.65E+12,RSE-A-14-C,38.1238,98.21836,-0.021543026,1004.2377,1.1752514,5305720,815.36444
1.65E+12,RSE-A-14-C,38.809944,97.43275,0.39883757,1004.1816,1.2281854,5264187.5,844.50867
1.65E+12,RSE-A-14-C,39.310085,97.59597,0.05949402,1004.2683,1.2679929,5279686,865.60986
1.65E+12,RSE-A-14-C,39.927326,97.61027,0.35325336,1004.2898,1.3190306,5188042.5,891.7151
1.65E+12,RSE-A-14-C,38.45813,97.984505,0.21143866,1004.38586,1.1981891,5243665,828.15137
1.65E+12,RSE-A-14-C,39.110943,96.883835,0.4646802,1004.4819,1.2492362,5173077,855.7512
1.65E+12,RSE-A-14-C,39.731815,97.16759,0.38364267,1004.3689,1.2997255,5153257,881.9616
1.65E+12,RSE-A-14-C,43.9059,98.25251,0.31273508,1004.50494,1.7022934,4958525.5,1060.4581
1.65E+12,RSE-A-14-C,43.30567,97.29175,0.6672745,1004.565,1.6360013,4963100,1034.1813
1.65E+12,RSE-A-14-C,41.732788,98.717834,0.051896572,1004.5946,1.4764532,5128694,966.2999
1.65E+12,RSE-A-14-C,45.30677,99.513466,0.07722092,1004.5826,1.8589354,4958525.5,1118.6912
1.65E+12,RSE-A-14-C,50.47511,100,-0.29251003,1004.62616,2.5936587,4795009,1339.0247
1.65E+12,RSE-A-14-C,51.07951,100,-0.2671857,1004.6336,2.6937928,4698690,1364.0839
1.65E+12,RSE-A-14-C,49.634735,100,-0.19121408,1004.6207,2.4511027,4820788.5,1301.6272
1.65E+12,RSE-A-14-C,49.035145,99.74755,0.33805943,1004.6793,2.3555315,4711033,1275.3171
1.65E+12,RSE-A-14-C,50.166237,100,-0.03673792,1004.7287,2.5308857,4735915.5,1322.8169
1.65E+12,RSE-A-14-C,51.17266,100,-0.24945879,1004.7511,2.6973107,4645941,1364.9473
1.65E+12,RSE-A-14-C,51.940445,100,-0.23173285,1004.7898,2.830617,4690497,1396.8591
1.65E+12,RSE-A-14-C,54.749657,100,-0.25452423,1004.8182,3.3869815,4490818,1515.5674
1.65E+12,RSE-A-14-C,54.600517,100,-0.31023693,1004.81616,3.3502252,4567063,1508.349
1.65E+12,RSE-A-14-C,53.239746,100,0.0797534,1004.8522,3.0658422,4606164.5,1449.6677
1.65E+12,RSE-A-14-C,55.98761,100,0.034169674,1004.8021,3.652451,4468438.5,1565.486
1.65E+12,RSE-A-14-C,57.906918,100,0.31020308,1004.8593,4.1251297,4356275.5,1645.9938
1.65E+12,RSE-A-14-C,63.11,98.26101,0.71792316,1004.8769,5.7491875,4132104.2,1865.5967
1.65E+12,RSE-A-14-C,66.13005,97.257484,0.064558506,1004.8093,6.9640503,4103737.8,1992.4141
1.65E+12,RSE-A-14-C,69.020584,94.6517,0.3785777,1004.8807,8.363726,4097486.8,2113.5688
1.65E+12,RSE-A-14-C,67.68713,91.33987,0.29247618,1004.9579,7.665051,4232887.5,2055.8616
1.65E+12,RSE-A-14-C,64.545685,89.62272,0.75590897,1004.9071,6.2589674,4377542.5,1921.7982
1.65E+12,RSE-A-14-C,62.995377,88.81941,0.91798496,1004.90625,5.6591225,4438944,1855.1512
1.65E+12,RSE-A-14-C,61.06051,89.3029,0.36844778,1004.8551,4.993301,4574829.5,1772.3462
1.65E+12,RSE-A-14-C,57.45546,88.7592,0.56091213,1005.09015,3.9614017,4761062,1619.2021
1.65E+12,RSE-A-14-C,54.831284,89.721,0.16332245,1004.9662,3.3465552,4868778.5,1507.6239
1.65E+12,RSE-A-14-C,50.99743,89.47329,0.49253607,1004.8593,2.6181247,5013979.5,1345.2356
1.65E+12,RSE-A-14-C,50.363705,89.956665,0.2595544,1004.9397,2.5117505,5037453,1317.7964
1.65E+12,RSE-A-14-C,47.85344,90.19646,0.35072088,1004.9519,2.1387477,5163147.5,1211.4489
1.65E+12,RSE-A-14-C,46.690018,90.37777,0.33552647,1004.9494,1.9843107,5198068,1161.8678
1.65E+12,RSE-A-14-C,42.502373,90.58087,0.33299398,1005.0225,1.5194808,5380000,985.3031
1.65E+12,RSE-A-14-C,41.13285,89.30532,0.8673363,1004.9814,1.3919202,5363908.5,927.29706
1.65E+12,RSE-A-14-C,40.07924,89.815285,0.48494005,1005.1314,1.3010315,5434343.5,882.62585
1.65E+12,RSE-A-14-C,39.55786,95.83371,-0.66730404,1005.291,1.257911,5456389.5,860.329
1.65E+12,RSE-A-14-C,37.119957,100,-1.1307297,1005.4455,1.0772285,5569358.5,757.75134
1.65E+12,RSE-A-14-C,33.71307,100,-2.0803657,1005.5815,0.86784285,5681098,645.90814
1.65E+12,RSE-A-14-C,31.787857,100,-1.9841361,1005.63837,0.76806664,5592515,613.5899
1.65E+12,RSE-A-14-C,31.186684,100,-2.2601624,1005.4503,0.73921305,5534979.5,603.45776
1.65E+12,RSE-A-14-C,31.83625,100,-2.1512713,1005.4113,0.7699585,5461929,614.24084
1.65E+12,RSE-A-14-C,35.1006,100,-2.348794,1005.47284,0.9458148,5316205.5,671.6859
1.65E+12,RSE-A-14-C,37.732754,100,-1.9790716,1005.42084,1.1161054,5070688,781.20514
1.65E+12,RSE-A-14-C,41.292007,100,-1.8397923,1005.43634,1.3959793,4868778.5,929.2234
1.65E+12,RSE-A-14-C,49.578415,100,-2.0677037,1005.375,2.3507667,4559322.5,1273.9775
1.65E+12,RSE-A-14-C,54.55649,100,-1.9562802,1005.291,3.2121968,4388254.5,1480.5166
1.65E+12,RSE-A-14-C,58.432133,100,-0.6900954,1005.32983,4.0934954,4151234.8,1640.9011
1.65E+12,RSE-A-14-C,62.51733,100,-0.33302832,1005.3837,5.283979,3856631,1809.7771
1.65E+12,RSE-A-14-C,68.970505,100,-0.12537146,1005.41284,7.911569,3674863.2,2076.8022
1.65E+12,RSE-A-14-C,72.854034,100,0.49000406,1005.3808,10.075861,3553500.8,2236.7715
1.65E+12,RSE-A-14-C,78.75731,100,0.0974803,1005.3829,14.559989,3437699.8,2480.3042
1.65E+12,RSE-A-14-C,80.57595,100,-0.016478539,1005.34454,16.279688,3431122.2,2554.1582
1.65E+12,RSE-A-14-C,82.18228,100,-0.4115324,1005.2888,17.959078,3435504.5,2619.106
1.65E+12,RSE-A-14-C,78.35866,100,-0.10764456,1005.2458,14.101829,3615591.5,2459.1533
1.65E+12,RSE-A-14-C,80.630806,100,-0.34062576,1005.2339,16.217554,3534823,2551.6287
1.65E+12,RSE-A-14-C,79.337036,100,-0.27731562,1005.26135,14.921992,3558200.8,2496.5508
1.65E+12,RSE-A-14-C,77.71767,100,-0.12790442,1005.3137,13.454587,3659864.2,2428.0715
1.65E+12,RSE-A-14-C,76.95557,100,0.1709199,1005.31116,12.800048,3659864.2,2395.0803
1.65E+12,RSE-A-14-C,76.70831,100,0.39124012,1005.32587,12.575933,3637593,2383.395
1.65E+12,RSE-A-14-C,76.32709,100,1.2699938,1005.3187,12.253296,3596257,2366.2017
1.65E+12,RSE-A-14-C,76.135056,99.2766,0.9585037,1005.2943,12.080834,3593854.5,2356.8247
1.65E+12,RSE-A-14-C,76.965065,99.92702,0.64194965,1005.2947,12.693281,3625336.8,2389.539
1.65E+12,RSE-A-14-C,75.34628,99.9989,0.32792997,1005.3338,11.451847,3762237.8,2321.4531
1.65E+12,RSE-A-14-C,73.011635,100,0.33805943,1005.3616,9.883553,3851109.5,2224.0234
1.65E+12,RSE-A-14-C,69.193985,100,0.90279007,1005.42975,7.7810497,3941392,2065.7979
1.65E+12,RSE-A-14-C,65.32358,98.17808,1.0901899,1005.36237,6.1077905,3991097.8,1905.6237
1.65E+12,RSE-A-14-C,63.73065,95.79573,1.4295368,1005.37146,5.523589,4069591.8,1839.115
1.65E+12,RSE-A-14-C,63.249714,95.64484,1.3054476,1005.4275,5.352419,4069591.8,1818.2905
1.65E+12,RSE-A-14-C,59.797604,94.23225,1.4118099,1005.4456,4.3149705,4226237.5,1675.758
1.65E+12,RSE-A-14-C,57.590214,94.81146,0.7052603,1005.42206,3.758327,4370430.5,1584.3896
1.65E+12,RSE-A-14-C,56.48785,95.34172,1.0673981,1005.40674,3.5057232,4424342,1538.3623
1.65E+12,RSE-A-14-C,58.594284,94.38666,1.6523924,1005.43335,3.987809,4246251,1623.5973
1.65E+12,RSE-A-14-C,58.17067,92.87989,2.2272615,1005.4626,3.8792317,4219608,1605.3358
1.65E+12,RSE-A-14-C,58.79684,92.94925,1.9816113,1005.53235,4.026401,4203125,1629.9685
1.65E+12,RSE-A-15-C,29.879955,97.03519,6.477976,1000.7596,0.51637423,82882.266,508.52682
1.65E+12,RSE-A-15-C,41.155426,100,5.6686516,1000.74194,0.5562885,81913.1,528.22864
1.65E+12,RSE-A-15-C,38.806053,97.950066,6.391985,1000.8068,0.5477251,81436.98,524.12354
1.65E+12,RSE-A-15-C,31.352432,96.95256,6.40969,1000.7251,0.5214195,82394.836,511.0997
1.65E+12,RSE-A-15-C,25,98.29667,5.9139776,1000.65424,0.49999994,83458.266,500
1.65E+12,RSE-A-15-C,27.650965,97.57144,6.0176716,1000.587,0.50882953,83375.49,504.63208
1.65E+12,RSE-A-15-C,26.104992,96.02194,6.4172764,1000.6584,0.5036616,83128.15,501.9308
1.65E+12,RSE-A-15-C,30.564238,98.32425,5.585191,1000.7157,0.5187128,83874.625,509.72247
1.65E+12,RSE-A-15-C,27.430473,97.41045,6.113779,1000.62494,0.50808924,84042.33,504.2468
1.65E+12,RSE-A-15-C,25.243301,96.597305,6.116309,1000.72064,0.5008039,84719.93,500.4251
1.65E+12,RSE-A-15-C,25,98.992355,5.312044,1000.5697,0.49999994,85844.63,500
1.65E+12,RSE-A-15-C,26.179756,97.495026,5.8608665,1000.6426,0.5039103,85582.45,502.0614
1.65E+12,RSE-A-15-C,36.265335,96.326485,5.9670906,1000.65173,0.5386125,84549.51,519.6841
1.65E+12,RSE-A-15-C,28.233873,96.46075,5.8381033,1000.6334,0.51079184,85932.39,505.6506
1.65E+12,RSE-A-15-C,25.580374,96.83547,5.585191,1000.75085,0.5019198,86819.9,501.0141
1.65E+12,RSE-A-15-C,33.129036,95.36253,6.3692236,1000.6412,0.5275725,84891.04,514.204
1.65E+12,RSE-A-15-C,41.939816,97.04026,5.7900486,1000.76373,0.5591773,84719.93,529.59924
1.65E+12,RSE-A-15-C,31.95308,94.468475,6.010085,1000.7028,0.5234917,86640.94,512.14923
1.65E+12,RSE-A-15-C,25,97.204,5.306988,1000.80005,0.49999994,88744.67,500
1.65E+12,RSE-A-15-C,26.6106,96.18727,5.658536,1000.8871,0.50534594,88464.5,502.81424
1.65E+12,RSE-A-15-C,33.548473,94.318634,6.485564,1000.8547,0.5290358,86196.734,514.9369
1.65E+12,RSE-A-15-C,37.407074,92.22016,6.7182474,1000.89484,0.54268855,85932.39,521.6791
1.65E+12,RSE-A-15-C,47.2088,97.66064,5.1097155,1000.96594,0.57897496,86999.61,538.8058
1.65E+12,RSE-A-15-C,42.68873,94.91802,6.0024986,1000.9682,0.5619495,86819.9,530.90784
1.65E+12,RSE-A-15-C,49.602524,98.18795,5.069249,1001.0329,0.58819926,87180.06,542.9884
1.65E+12,RSE-A-15-C,54.479942,95.19657,5.8406334,1001.18225,0.6074518,86462.71,551.5108
1.65E+12,RSE-A-15-C,73.017685,93.42653,6.6499605,1001.235,0.68655276,83375.49,583.9021
1.65E+12,RSE-A-15-C,85.662994,94.924,5.868453,1001.3773,0.74634194,82882.266,605.99744
1.65E+12,RSE-A-15-C,89.3087,94.65554,6.0884876,1001.3395,0.7645272,82964.055,612.3677
1.65E+12,RSE-A-15-C,73.12413,93.097916,5.6888847,1001.325,0.68703556,85669.67,584.08813
1.65E+12,RSE-A-15-C,76.5126,92.57639,6.250353,1001.2657,0.7025813,84549.51,590.00885
1.65E+12,RSE-A-15-C,69.15529,92.56371,5.7698174,1001.3313,0.66926396,86819.9,577.15326
1.65E+12,RSE-A-15-C,57.30832,88.95287,6.359107,1001.3367,0.6189035,87725.94,556.4529
1.65E+12,RSE-A-15-C,55.25927,90.55756,5.638303,1001.4547,0.61058587,89121.016,552.87256
1.65E+12,RSE-A-15-C,50.829163,90.73717,5.3575706,1001.452,0.59298295,91647.234,545.1317
1.65E+12,RSE-A-15-C,32.978237,88.166664,6.075843,1001.4593,0.52704746,92657.4,513.9405
1.65E+12,RSE-A-15-C,32.01644,93.224266,4.689885,1001.4344,0.5237108,93585.8,512.25995
1.65E+12,RSE-A-15-C,32.560066,90.13171,4.9352074,1001.4796,0.5255941,95688.67,513.20984
1.65E+12,RSE-A-15-C,24.45384,91.1845,4.6215982,1001.60455,0.49819994,98433.836,499.0457
1.65E+12,RSE-A-15-C,39.641132,89.71416,5.294343,1001.6203,0.5507537,95907.016,525.5827
1.65E+12,RSE-A-15-C,51.353783,89.54221,5.150182,1001.61346,0.59504074,94664.98,546.0484
1.65E+12,RSE-A-15-C,42.449226,91.891075,4.130954,1001.63403,0.56106144,97350.89,530.4893
1.65E+12,RSE-A-15-C,26.066975,91.902336,4.4217997,1001.64966,0.5035351,98955.266,501.86435
1.65E+12,RSE-A-15-C,39.76405,90.63808,5.220997,1001.67194,0.5512009,96236.41,525.7975
1.65E+12,RSE-A-15-C,39.662674,91.88852,4.6949415,1001.7671,0.55083203,96957.89,525.62036
1.65E+12,RSE-A-15-C,25,90.75951,4.980731,1001.4825,0.49999994,98838.92,500
1.65E+12,RSE-A-15-C,25,92.90236,4.444562,1001.76245,0.49999994,100433.086,500
1.65E+12,RSE-A-15-C,25.527151,93.407646,4.3029327,1001.75037,0.50174344,100493.125,500.9211
1.65E+12,RSE-A-15-C,26.170885,93.74242,4.6291857,1001.8381,0.5038808,100613.41,502.0459
1.65E+12,RSE-A-15-C,40.2025,96.73842,3.4405155,1001.84845,0.55279905,100553.23,526.5636
1.65E+12,RSE-A-15-C,24.946777,99.45813,2.7551413,1001.98987,0.49982423,104295.91,499.907
1.65E+12,RSE-A-15-C,25,100,3.3064756,1002.0128,0.49999994,103144.17,500
1.65E+12,RSE-A-15-C,25.414371,98.61489,3.5922594,1002.0212,0.5013699,104037.75,500.72403
1.65E+12,RSE-A-15-C,56.05126,100,3.3924637,1002.05975,0.6137875,99541.15,554.2564
1.65E+12,RSE-A-15-C,49.55564,100,2.884122,1002.1622,0.5880172,101647.516,542.9065
1.65E+12,RSE-A-15-C,23.561737,100,2.8436575,1002.07623,0.49527377,105739,497.4869
1.65E+12,RSE-A-15-C,28.674856,97.594246,3.3570566,1001.93506,0.5122814,106881.76,506.42114
1.65E+12,RSE-A-15-C,27.606613,98.65396,3.228074,1002.20917,0.5086805,107910.79,504.55457
1.65E+12,RSE-A-15-C,25.76285,98.90784,3.3014174,1002.22327,0.502525,107841.56,501.33295
1.65E+12,RSE-A-15-C,34.732033,99.25459,3.1167955,1002.2673,0.5331866,106746.04,517.00494
1.65E+12,RSE-A-15-C,23.617495,100,2.345436,1002.22705,0.49545616,111636.79,497.58432
1.65E+12,RSE-A-15-C,25,100,2.2973833,1002.2004,0.49999994,112759.89,500
1.65E+12,RSE-A-15-C,25,100,2.294855,1002.10876,0.49999994,114137.82,500
1.65E+12,RSE-A-15-C,42.107086,100,2.750083,1001.915,0.55979526,111267.37,529.8915
1.65E+12,RSE-A-15-C,44.404503,99.40922,2.8411293,1002.00214,0.56835246,111414.84,533.9058
1.65E+12,RSE-A-15-C,56.750755,98.44979,3.3595858,1001.8814,0.6166291,108959.81,555.47864
1.65E+12,RSE-A-15-C,76.90417,98.82953,3.3924637,1002.11053,0.70440024,105938.875,590.693
1.65E+12,RSE-A-15-C,138.16022,96.37102,3.9867954,1002.0838,1.0555726,99541.15,744.3168
1.65E+12,RSE-A-15-C,123.99554,96.26992,3.6656036,1002.1507,0.9613179,101893.94,682.4414
1.65E+12,RSE-A-15-C,108.566216,95.932556,3.278655,1002.11053,0.86819875,104295.91,646.01666
1.65E+12,RSE-A-15-C,93.76542,93.83056,3.8325224,1002.0173,0.78736085,106072.555,620.15497
1.65E+12,RSE-A-15-C,116.77508,93.639015,4.2649965,1002.1053,0.91655886,102328.06,660.3601
1.65E+12,RSE-A-15-C,123.640724,94.69333,3.6352549,1002.13745,0.9590681,103207.49,680.8914
1.65E+12,RSE-A-15-C,131.9928,92.79504,4.528022,1002.1802,1.0134475,101036.66,717.3756
1.65E+12,RSE-A-15-C,142.30139,91.889046,4.8517466,1002.23376,1.084836,98955.266,762.4067
1.65E+12,RSE-A-15-C,154.09514,90.9274,4.705058,1002.1769,1.1726974,98261.26,813.92523
1.65E+12,RSE-A-15-C,144.16797,88.91286,5.1628275,1002.2837,1.09829,99188.79,770.5604
1.65E+12,RSE-A-15-C,157.1326,91.266716,3.7364168,1002.3267,1.196456,101097.414,827.1937
1.65E+12,RSE-A-15-C,128.52448,92.35325,3.8552837,1002.35626,0.9905013,104231.24,702.2252
1.65E+12,RSE-A-15-C,96.26685,94.12056,3.382348,1002.48083,0.80047417,108607.89,624.52576
1.65E+12,RSE-A-15-C,88.55346,94.58431,3.6251383,1002.5131,0.7607239,107772.44,611.04803
1.65E+12,RSE-A-15-C,116.45575,92.978584,4.3459272,1002.46796,0.9146282,102954.69,659.8021
1.65E+12,RSE-A-15-C,154.692,93.76484,3.9766798,1002.5174,1.1773283,99423.414,816.5325
1.65E+12,RSE-A-15-C,128.97307,93.34496,3.8679295,1002.7151,0.9934396,103080.93,704.1847
1.65E+12,RSE-A-15-C,99.13071,95.388756,2.9347038,1002.76843,0.8157559,107980.09,629.5298
1.65E+12,RSE-A-15-C,76.980194,96.98126,2.853773,1002.81,0.70475394,110029.445,590.82587
1.65E+12,RSE-A-15-C,71.18913,97.27464,2.7930765,1002.9373,0.6783128,110973.59,580.70703
1.65E+12,RSE-A-15-C,68.170685,96.679756,2.9170008,1002.9109,0.66492677,110535.83,575.43286
1.65E+12,RSE-A-15-C,48.956257,98.40981,2.1178226,1002.8914,0.5856945,114215.36,541.85913
1.65E+12,RSE-A-15-C,40.502823,99.858665,2.0191908,1002.9854,0.5538964,115391.21,527.0883
1.65E+12,RSE-A-15-C,42.783768,96.91401,3.1218538,1002.8251,0.5623022,113291.77,531.07385
1.65E+12,RSE-A-15-C,25.321867,96.858505,2.6059275,1002.96783,0.50106376,116430.06,500.5624
1.65E+12,RSE-A-15-C,25.093773,99.27361,2.2164545,1002.9668,0.50030965,116997.21,500.16385
1.65E+12,RSE-A-15-C,30.630133,97.91769,2.8613615,1002.8207,0.51893854,115948.27,509.83762
1.65E+12,RSE-A-15-C,37.731476,99.06513,2.310029,1002.77167,0.54385227,116349.49,522.2459
1.65E+12,RSE-A-15-C,25,98.85994,2.2847395,1002.66693,0.49999994,117652.2,500
1.65E+12,RSE-A-15-C,30.99255,96.65617,2.7905474,1002.5921,0.5201819,117487.766,510.4709
1.65E+12,RSE-A-15-C,54.320282,98.01819,2.7551413,1002.6054,0.6068117,113983.055,551.2318
1.65E+12,RSE-A-15-C,40.65615,94.933235,3.362115,1002.57367,0.55445755,114917.98,527.35626
1.65E+12,RSE-A-15-C,43.49086,94.90544,3.1951962,1002.589,0.56493384,115233.03,532.3094
1.65E+12,RSE-A-15-C,25,96.39726,2.562934,1002.61365,0.49999994,104231.24,500
1.65E+12,RSE-A-15-C,25,97.10771,3.1344995,1002.6641,0.49999994,107291,500
1.65E+12,RSE-A-15-C,25,95.014275,3.1699066,1002.68744,0.49999994,109314.05,500
1.65E+12,RSE-A-15-C,25,94.38985,3.5897312,1002.6807,0.49999994,109670.58,500
1.65E+12,RSE-A-15-C,26.278597,91.62839,4.0778427,1002.6929,0.50423926,109813.85,502.23413
1.65E+12,RSE-A-15-C,39.435844,89.76557,5.1122446,1002.6833,0.55000764,105938.875,525.224
1.65E+12,RSE-A-15-C,51.194115,90.24131,4.414212,1002.6821,0.5944137,106072.555,545.7694
1.65E+12,RSE-A-15-C,48.20101,89.02952,4.3029327,1002.67773,0.58278084,107841.56,540.53955
1.65E+12,RSE-A-15-C,41.132614,89.93935,4.270054,1002.6691,0.55620474,108607.89,528.1888
1.65E+12,RSE-A-15-C,39.067093,90.10681,4.252351,1002.63666,0.54867,109101.234,524.57965
1.65E+12,RSE-A-15-C,63.450394,87.26105,5.2361717,1002.60443,0.644521,104490.37,567.185
1.65E+12,RSE-A-15-C,79.43602,86.20295,5.620599,1002.5831,0.7162758,101955.734,595.11694
1.65E+12,RSE-A-15-C,68.30374,89.13613,4.0778427,1002.54047,0.6655112,106005.67,575.66534
1.65E+12,RSE-A-15-C,50.469284,90.00578,3.721243,1002.56995,0.59157544,110463.22,544.5029
1.65E+12,RSE-A-15-C,35.262985,90.979645,3.7263012,1002.44507,0.5350593,112158.11,517.9327
1.65E+12,RSE-A-15-C,43.125908,90.31017,4.3181067,1002.41174,0.5635741,108818.766,531.6717
1.65E+12,RSE-A-15-C,49.03482,87.6513,5.0920124,1002.41296,0.5859984,106746.04,541.99646
1.65E+12,RSE-A-15-C,57.460377,87.76579,4.3358107,1002.4813,0.6195253,107291,556.71857
1.65E+12,RSE-A-15-C,42.622833,87.39707,4.7455235,1002.5118,0.561705,108467.75,530.79266
1.65E+12,RSE-A-15-C,39.117783,87.03583,4.8466883,1002.54297,0.5488537,108818.766,524.6682
1.65E+12,RSE-A-15-C,51.29676,88.62254,4.459736,1002.5991,0.5948167,107980.09,545.9487
1.65E+12,RSE-A-15-C,76.83194,84.36522,6.0126133,1002.50165,0.70406437,102703.12,590.5668
1.65E+12,RSE-A-15-C,85.59964,86.49622,4.811281,1002.56024,0.74602973,103207.49,605.8867
1.65E+12,RSE-A-15-C,88.35831,83.78595,5.7672873,1002.5694,0.7597442,102640.414,610.70703
1.65E+12,RSE-A-15-C,92.87585,83.263435,5.9291525,1002.57544,0.7827493,101586.11,618.6006
1.65E+12,RSE-A-15-C,82.72818,86.98569,4.358572,1002.608,0.73201746,105606.16,600.8694
1.65E+12,RSE-A-15-C,95.3304,85.25874,5.463793,1002.4501,0.7955396,102891.68,622.88947
1.65E+12,RSE-A-15-C,74.61055,85.21798,5.193177,1002.4144,0.69381213,105739,586.6853
1.65E+12,RSE-A-15-C,67.63846,86.80515,4.5254927,1002.43915,0.662594,107428.12,574.5029
1.65E+12,RSE-A-15-C,75.98546,86.077354,4.773344,1002.43823,0.7001399,105209.625,589.08777
1.65E+12,RSE-A-15-C,81.41411,86.95811,4.4496202,1002.51245,0.72569305,106139.52,598.5733
1.65E+12,RSE-A-15-C,74.052986,88.896324,4.3130484,1002.53845,0.69126236,107222.57,585.71106
1.65E+12,RSE-A-15-C,68.57745,87.16219,5.064192,1002.5235,0.66671515,105739,576.1436
1.65E+12,RSE-A-15-C,77.727844,85.38734,5.365155,1002.4988,0.7082418,103652.89,592.1322
1.65E+12,RSE-A-15-C,77.30206,83.50719,5.658536,1002.51733,0.7062534,103716.836,591.3883
1.65E+12,RSE-A-15-C,77.043564,85.92441,4.8163385,1002.5546,0.7050489,104750.78,590.9366
1.65E+12,RSE-A-15-C,66.79958,87.5131,4.4344454,1002.5261,0.6589338,107428.12,573.0371
1.65E+12,RSE-A-15-C,63.811543,86.54226,4.9402657,1002.5005,0.6460599,107222.57,567.81604
1.65E+12,RSE-A-15-C,70.387,86.72607,4.912446,1002.4863,0.6747296,106005.67,579.3055
1.65E+12,RSE-A-15-C,59.593063,85.43313,4.9377365,1002.49994,0.6283117,107017.81,560.44507
1.65E+12,RSE-A-15-C,77.48454,85.90459,5.203292,1002.49225,0.7071049,104360.65,591.70715
1.65E+12,RSE-A-15-C,94.1988,83.763435,5.709118,1002.4844,0.78961724,102390.38,620.91223
1.65E+12,RSE-A-15-C,96.242775,81.110886,6.179537,1002.39417,0.800347,101832.22,624.4837
1.65E+12,RSE-A-15-C,93.471436,84.74333,5.0793657,1002.4624,0.7858337,103652.89,619.64124
1.65E+12,RSE-A-15-C,83.77107,86.4198,4.3029327,1002.5427,0.737076,106678.305,602.69165
1.65E+12,RSE-A-15-C,71.21701,85.41508,4.720234,1002.54565,0.6784377,107291,580.75574
1.65E+12,RSE-A-15-C,63.897713,84.47807,4.8163385,1002.5809,0.6464276,108537.77,567.9666
1.65E+12,RSE-A-15-C,58.712364,85.81566,4.5204344,1002.64655,0.6246683,109243.016,558.9062
1.65E+12,RSE-A-15-C,54.248047,88.19961,3.6074343,1002.71326,0.6065223,111193.77,551.1056
1.65E+12,RSE-A-15-C,30.612392,86.8743,4.2473307,1002.64923,0.51887774,112911.35,509.80664
1.65E+12,RSE-A-15-C,38.732555,85.66751,4.636773,1002.63275,0.5474593,110900.39,523.9951
1.65E+12,RSE-A-15-C,51.538795,84.76163,4.823926,1002.64417,0.59576815,109172.08,546.3717
1.65E+12,RSE-A-15-C,65.08,82.15933,5.8128138,1002.718,0.651494,105938.875,570.0325
1.65E+12,RSE-A-15-C,58.36135,83.50609,4.7252913,1002.71704,0.6232221,109101.234,558.29285
1.65E+12,RSE-A-15-C,62.573498,81.26534,5.4056215,1002.75836,0.64079976,108818.766,565.65283
1.65E+12,RSE-A-15-C,63.066433,84.902695,4.6114817,1002.8787,0.6428889,109527.69,566.5141
1.65E+12,RSE-A-15-C,37.751747,86.5431,3.6327248,1002.90375,0.5439251,115233.03,522.2814
1.65E+12,RSE-A-15-C,27.573666,85.669395,4.3686886,1002.9246,0.5085699,115788.58,504.497
1.65E+12,RSE-A-15-C,25,87.57828,3.278655,1002.9559,0.49999994,119153.08,500
1.65E+12,RSE-A-15-C,24.797249,87.46338,3.2533655,1002.97015,0.499331,122808.625,499.64572
1.65E+12,RSE-A-15-C,26.276062,87.83346,3.3418818,1002.93225,0.5042308,122629.47,502.22968
1.65E+12,RSE-A-15-C,33.549744,85.450966,4.517905,1002.9949,0.5290402,119491.82,514.9391
1.65E+12,RSE-A-15-C,48.013466,86.13533,4.3004026,1002.9997,0.58205956,117652.2,540.2118
1.65E+12,RSE-A-15-C,68.01608,87.18946,3.8653994,1002.94916,0.6642483,115391.21,575.1627
1.65E+12,RSE-A-15-C,64.38051,87.08134,3.827464,1003.0181,0.64849174,117160.266,568.81024
1.65E+12,RSE-A-15-C,61.008514,86.10016,4.204298,1002.9659,0.6342118,116430.06,562.9183
1.65E+12,RSE-A-15-C,70.37306,83.98653,4.874509,1002.9292,0.6746674,114137.82,579.2811
1.65E+12,RSE-A-15-C,65.92775,85.35573,3.8982782,1002.9736,0.65515125,116672.45,571.51373
1.65E+12,RSE-A-15-C,65.49944,84.21458,4.5760746,1002.86255,0.65330094,116028.3,570.7654
1.65E+12,RSE-A-15-C,64.424866,84.173416,4.4673243,1002.9484,0.64868164,116591.54,568.8877
1.65E+12,RSE-A-15-C,56.36679,83.6235,4.823926,1002.9547,0.61506766,116672.45,554.80774
1.65E+12,RSE-A-15-C,67.14172,84.10013,4.4749107,1002.9397,0.6604242,115470.47,573.63495
1.65E+12,RSE-A-15-C,66.12924,85.32114,4.2953453,1002.87915,0.6560235,115868.36,571.8658
1.65E+12,RSE-A-15-C,73.50936,82.191124,5.3853884,1002.91125,0.68878543,112987.234,584.7612
